date,T_21z,Td_21z,SLP_21z,V_21z,U_21z,CC_21z,T_3z,Td_3z,SLP_3z,V_3z,U_3z,CC_3z,T_9z,Td_9z,SLP_9z,V_9z,U_9z,CC_9z,T_15z,Td_15z,SLP_15z,V_15z,U_15z,CC_15z
2018-01-01,-4.2,-13.7,1024.7,-1.8,0.8,0.0,3.9,-14.6,1027.3,-2.9,-1.1,0.0,2.6,-12.5,1025.5,-1.8,-1.5,0.0,-2.6,-13.4,1028.9,-2.5,1.0,0.0
2018-01-02,-3.3,-13.4,1030.2,-2.8,0.0,0.0,0.9,-6.4,1035.5,-4.6,-1.1,9.9,0.3,-6.9,1035.6,-2.7,-1.0,9.8,-1.8,-8.1,1038.9,-1.7,-0.0,10.0
2018-01-03,-3.9,-9.8,1039.6,-1.3,-0.1,10.0,-1.0,-16.3,1041.7,-0.2,-1.9,10.0,-1.4,-19.0,1038.1,0.0,-1.7,10.0,-3.0,-18.9,1038.3,0.6,-0.5,10.0
2018-01-04,-3.1,-17.0,1036.5,-0.1,-0.2,10.0,-2.1,-13.6,1035.7,-0.8,-0.3,10.0,-1.8,-13.9,1031.7,-0.2,-1.2,9.0,-4.0,-14.4,1031.3,0.7,0.4,2.3
2018-01-05,-6.2,-13.2,1028.0,1.2,0.6,0.0,0.7,-12.1,1028.5,2.1,-0.6,0.0,1.1,-10.4,1026.1,1.6,-1.2,9.4,-1.4,-10.1,1027.6,0.7,0.5,8.6
2018-01-06,-4.3,-9.6,1027.9,-1.2,0.8,0.7,1.2,-10.5,1029.4,-0.8,-1.2,9.4,1.2,-11.0,1026.3,0.1,-0.8,9.7,-2.0,-7.1,1026.6,0.6,0.8,10.0
2018-01-07,-3.9,-5.6,1023.7,1.0,0.6,9.0,1.1,-6.3,1023.1,2.2,-0.2,9.2,1.2,-5.4,1020.5,0.1,-1.2,10.0,-4.3,-6.6,1022.9,0.6,1.9,1.5
2018-01-08,-2.9,-21.8,1021.4,-2.9,3.7,0.0,-0.1,-21.3,1023.2,-2.7,3.7,0.0,1.2,-20.3,1020.9,-3.1,1.9,0.0,-3.2,-20.9,1023.7,-1.3,2.2,0.0
2018-01-09,-7.2,-17.7,1022.1,0.9,1.4,0.0,2.9,-18.6,1021.8,-2.0,2.4,0.0,2.0,-20.0,1022.7,-3.2,1.4,0.0,-5.1,-20.5,1027.0,-1.0,2.5,0.0
2018-01-10,-5.8,-18.6,1028.0,-1.9,1.4,0.0,1.1,-19.1,1029.9,-1.7,0.1,0.0,2.7,-16.8,1027.1,-1.6,-1.6,4.0,-3.5,-15.8,1031.8,-1.0,-0.1,0.0
2018-01-11,-7.7,-20.8,1036.3,-1.1,-0.9,0.0,-4.3,-25.6,1039.3,1.4,-1.7,0.0,-3.3,-21.4,1036.5,1.7,-1.2,0.0,-6.8,-21.2,1036.2,2.3,0.4,0.0
