date,T_21z,Td_21z,SLP_21z,V_21z,U_21z,CC_21z,T_3z,Td_3z,SLP_3z,V_3z,U_3z,CC_3z,T_9z,Td_9z,SLP_9z,V_9z,U_9z,CC_9z,T_15z,Td_15z,SLP_15z,V_15z,U_15z,CC_15z
2018-01-01,-19.7,-22.9,1026.3,0.8,1.7,1.5,-13.9,-20.0,1026.2,0.5,2.1,0.1,-16.7,-21.2,1026.1,-0.2,1.9,0.1,-19.2,-22.9,1026.4,0.5,1.9,5.2
2018-01-02,-22.8,-25.4,1027.4,0.8,2.2,4.3,-15.2,-20.3,1027.8,0.5,3.0,7.5,-16.1,-19.2,1029.8,0.3,2.5,5.9,-19.0,-21.4,1031.3,1.0,2.0,9.2
2018-01-03,-18.5,-21.0,1031.1,0.9,1.8,9.0,-13.0,-17.6,1031.6,0.7,2.9,8.8,-14.3,-17.3,1031.9,0.4,2.8,6.0,-19.8,-22.2,1032.4,0.9,2.4,0.0
2018-01-04,-21.6,-24.1,1032.4,1.1,2.1,0.0,-13.5,-19.1,1031.0,1.2,3.0,0.0,-14.9,-18.2,1028.0,0.7,2.2,0.0,-19.1,-22.1,1025.8,1.4,1.9,0.0
2018-01-05,-20.1,-22.9,1022.4,1.1,1.7,0.0,-12.3,-18.6,1019.7,1.1,2.8,0.0,-14.6,-18.2,1018.8,-0.0,2.6,0.8,-19.7,-22.2,1020.2,0.5,2.3,0.4
2018-01-06,-22.0,-24.1,1021.5,0.7,2.2,0.6,-13.2,-18.2,1021.9,0.9,3.7,3.1,-14.3,-17.5,1021.9,0.6,2.3,0.0,-18.5,-21.1,1022.2,1.2,2.0,0.0
2018-01-07,-19.2,-21.8,1021.3,1.4,1.8,0.7,-9.2,-14.9,1019.9,1.5,2.6,6.1,-11.6,-14.8,1018.0,0.5,1.9,9.9,-11.9,-15.4,1015.8,0.5,1.4,10.0
2018-01-08,-10.0,-13.1,1012.4,0.7,1.0,10.0,-6.3,-9.8,1009.4,0.2,-0.1,10.0,-7.0,-8.6,1006.8,-1.2,-1.5,10.0,-10.0,-12.4,1005.1,-1.7,-2.6,9.9
2018-01-09,-12.4,-15.1,1004.2,-1.0,-1.4,10.0,-11.1,-16.4,1004.9,-0.6,1.8,10.0,-15.3,-19.1,1008.7,-0.6,2.9,10.0,-21.0,-24.0,1011.5,-0.4,2.4,9.9
2018-01-10,-24.6,-27.4,1014.5,-0.2,2.4,10.0,-20.7,-25.9,1017.9,-0.3,2.9,9.6,-21.1,-25.3,1021.9,-0.1,2.9,9.9,-26.3,-29.6,1024.8,0.0,2.2,9.7
2018-01-11,-29.6,-32.8,1027.0,0.5,2.2,9.8,-24.0,-29.7,1029.7,0.7,2.9,9.9,-24.4,-28.5,1030.3,0.7,2.6,0.4,-29.6,-33.4,1030.7,1.2,1.9,0.0
2018-01-12,-29.3,-33.3,1030.1,1.0,1.5,0.0,-22.2,-28.5,1030.1,1.4,1.3,5.4,-20.3,-27.1,1028.9,0.3,0.8,5.2,-24.8,-29.7,1030.4,-0.1,0.7,8.0
2018-01-13,-27.8,-31.2,1031.4,-0.1,0.8,0.0,-19.9,-25.1,1033.5,0.5,1.1,0.0,-17.9,-24.1,1031.3,-0.4,1.1,5.0,-22.3,-26.9,1027.4,-0.5,-0.9,6.2
2018-01-14,-22.3,-27.1,1022.8,-0.3,-0.5,9.9,-9.0,-17.2,1018.9,0.8,0.6,9.9,-3.6,-5.4,1014.1,2.5,1.1,10.0,-5.0,-6.6,1013.5,0.2,3.8,10.0
2018-01-15,-14.0,-16.4,1019.3,1.0,3.9,10.0,-15.5,-19.8,1024.1,0.7,4.2,7.1,-18.4,-21.4,1025.1,0.3,2.3,0.1,-21.6,-24.1,1024.4,-0.3,0.4,10.0
2018-01-16,-20.6,-23.1,1020.8,-1.4,-1.0,10.0,-12.5,-17.2,1020.1,-1.1,-1.4,9.6,-12.6,-17.2,1020.4,0.0,-0.3,0.0,-22.3,-24.4,1020.3,-1.5,-0.8,1.8
2018-01-17,-20.7,-23.1,1018.7,-0.8,-1.0,10.0,-12.3,-16.5,1016.5,-0.5,-1.0,10.0,-10.1,-12.8,1014.5,-1.0,-0.7,8.9,-13.9,-15.6,1016.6,0.8,2.6,9.1
2018-01-18,-15.6,-17.3,1019.6,1.0,2.4,9.2,-13.6,-17.2,1022.6,1.0,2.7,7.4,-16.7,-19.5,1023.2,-0.1,2.4,0.6,-21.2,-23.6,1024.3,-0.1,0.9,0.0
2018-01-19,-25.5,-28.3,1021.5,-0.4,-0.3,7.7,-14.5,-21.6,1017.2,0.4,0.2,2.5,-13.2,-15.7,1016.6,-0.0,2.7,0.8,-20.7,-22.9,1018.3,1.0,2.2,7.1
2018-01-20,-23.7,-26.4,1020.0,-0.0,3.2,0.5,-19.0,-25.2,1022.3,1.1,3.8,0.0,-20.1,-24.6,1023.7,0.3,3.2,3.7,-27.5,-30.5,1026.7,0.8,2.6,0.2
2018-01-21,-30.3,-32.9,1028.6,0.6,2.3,0.0,-23.8,-28.8,1029.6,0.9,2.9,0.7,-23.8,-27.3,1028.3,0.6,2.5,2.5,-29.4,-32.4,1027.4,1.1,2.0,0.0
2018-01-22,-30.5,-33.6,1025.3,0.3,1.6,0.0,-25.4,-30.5,1024.6,0.8,2.4,0.0,-26.5,-30.1,1024.4,0.4,2.3,0.4,-31.8,-35.1,1023.8,0.7,1.8,2.8
2018-01-23,-34.6,-37.9,1022.6,0.5,1.1,0.0,-27.5,-32.9,1022.1,0.7,1.3,2.6,-26.9,-30.6,1024.0,0.3,2.7,3.8,-32.5,-35.5,1025.4,0.2,2.2,2.8
2018-01-24,-35.9,-38.7,1027.2,0.3,2.2,0.0,-27.7,-33.7,1028.6,0.2,3.3,0.0,-27.5,-31.9,1032.3,0.1,3.3,0.9,-33.6,-36.8,1034.2,0.5,2.4,0.0
2018-01-25,-36.6,-39.5,1035.5,0.6,2.5,0.0,-28.3,-34.5,1035.7,0.4,3.8,1.6,-26.9,-32.0,1034.5,-0.0,4.0,10.0,-27.4,-32.2,1033.0,0.6,3.7,10.0
2018-01-26,-28.3,-32.7,1032.4,1.0,3.5,8.4,-23.9,-29.6,1032.1,0.9,4.6,8.2,-23.0,-27.3,1031.4,0.9,3.9,3.1,-26.5,-30.3,1031.0,1.5,2.8,0.0
2018-01-27,-30.3,-33.6,1030.6,1.3,2.4,0.1,-21.8,-27.8,1029.4,1.0,4.1,0.0,-21.4,-25.5,1026.4,0.8,3.1,1.1,-27.8,-30.9,1023.7,1.3,2.3,0.0
2018-01-28,-30.6,-33.4,1021.4,1.1,2.6,0.0,-22.8,-29.1,1020.7,1.0,4.3,7.7,-22.9,-27.2,1020.2,0.6,2.9,9.7,-28.8,-31.8,1019.6,0.9,2.2,2.4
2018-01-29,-30.9,-34.1,1018.4,0.7,1.9,1.0,-21.9,-27.6,1018.4,1.0,3.2,0.0,-21.4,-25.1,1019.3,0.8,2.8,9.2,-26.9,-29.9,1019.1,1.2,1.8,0.1
2018-01-30,-26.0,-29.6,1017.9,0.3,0.8,0.0,-18.4,-24.2,1018.0,1.0,1.8,0.0,-17.3,-21.0,1019.9,-0.2,2.5,8.8,-25.5,-28.2,1022.4,0.4,2.1,0.0
2018-01-31,-28.3,-30.9,1025.0,0.4,2.1,0.3,-18.0,-23.9,1027.1,0.8,2.0,0.0,-18.1,-21.4,1028.2,-0.0,2.5,0.0,-24.7,-27.5,1030.2,0.7,1.6,8.3
2018-02-01,-24.4,-27.6,1031.0,0.1,0.4,9.7,-14.3,-21.1,1031.9,0.4,-0.1,9.9,-12.7,-17.2,1031.9,-0.7,-2.0,9.7,-20.2,-23.2,1032.9,-1.3,-0.8,3.9
2018-02-02,-24.7,-27.4,1033.3,-0.7,0.7,3.1,-14.9,-20.5,1034.0,0.1,0.2,1.4,-15.4,-19.0,1033.3,-0.3,2.0,0.5,-23.5,-26.1,1033.6,0.2,1.5,1.3
2018-02-03,-26.7,-29.5,1033.6,-0.6,0.8,5.7,-17.5,-21.4,1033.4,0.2,0.5,8.8,-17.1,-20.3,1032.8,0.5,2.0,9.9,-25.0,-27.4,1032.6,0.5,1.7,6.5
2018-02-04,-27.7,-30.5,1032.1,0.7,1.4,5.8,-19.4,-24.3,1031.6,0.8,1.5,3.1,-19.1,-22.9,1030.9,0.9,2.4,1.3,-25.5,-28.3,1031.0,0.2,1.8,0.3
2018-02-05,-30.0,-32.5,1030.3,0.5,1.9,0.0,-20.4,-26.0,1030.4,0.4,2.3,0.5,-20.3,-24.0,1030.2,0.6,2.5,8.9,-27.3,-30.2,1030.7,0.5,1.8,8.3
2018-02-06,-29.9,-32.6,1030.2,0.6,1.7,8.8,-19.7,-25.2,1030.8,0.8,2.4,1.6,-19.7,-23.3,1029.5,0.9,2.3,0.2,-27.1,-29.7,1030.3,0.7,1.8,0.0
2018-02-07,-29.8,-32.4,1029.7,0.7,1.9,0.0,-18.6,-24.0,1029.0,0.9,2.4,0.8,-19.1,-22.8,1026.4,0.6,2.5,0.2,-25.8,-28.8,1024.1,1.5,1.6,0.0
2018-02-08,-25.0,-28.7,1020.9,1.5,1.4,0.0,-13.4,-20.0,1018.8,2.0,2.1,8.9,-12.0,-16.4,1016.2,2.2,0.8,2.6,-16.8,-21.4,1015.7,2.1,0.8,0.1
2018-02-09,-15.1,-19.7,1014.9,2.0,0.8,0.9,-5.3,-10.3,1013.6,3.1,1.2,9.8,-4.7,-7.6,1012.6,0.7,3.6,9.8,-15.2,-17.6,1018.2,1.2,2.6,0.0
2018-02-10,-20.3,-22.6,1018.1,0.6,1.1,0.1,-14.1,-18.4,1017.3,1.0,3.7,9.5,-15.2,-20.8,1017.7,0.5,3.2,9.9,-23.3,-26.7,1016.8,1.2,1.8,7.3
2018-02-11,-26.1,-29.2,1013.6,1.0,1.9,7.8,-17.4,-23.6,1013.7,1.0,3.9,9.3,-18.0,-23.3,1013.9,0.3,2.6,10.0,-24.6,-27.8,1013.8,0.4,2.2,8.1
2018-02-12,-26.2,-29.3,1014.2,0.1,1.9,9.3,-16.8,-23.5,1014.6,0.8,2.7,8.2,-16.3,-21.3,1014.8,-0.2,2.2,8.9,-25.7,-28.3,1015.2,0.7,2.0,0.8
2018-02-13,-26.3,-29.1,1014.6,0.4,1.3,3.0,-14.9,-21.3,1014.4,1.5,2.5,0.7,-14.0,-18.1,1013.9,1.0,2.4,2.8,-21.5,-24.8,1014.0,1.0,2.0,0.0
2018-02-14,-22.7,-25.9,1013.1,0.5,1.0,0.0,-11.2,-19.1,1012.2,0.4,2.0,3.6,-11.9,-16.1,1014.5,0.1,3.4,0.6,-20.1,-22.7,1018.2,0.7,2.5,0.0
2018-02-15,-22.9,-25.9,1019.4,0.9,2.0,0.0,-12.0,-17.7,1019.7,1.4,3.3,0.0,-11.0,-15.1,1017.3,1.2,2.0,2.7,-16.5,-20.3,1016.0,0.9,1.5,6.6
2018-02-16,-14.9,-19.8,1012.2,0.2,-0.8,9.6,-7.9,-13.3,1009.4,1.4,3.3,9.9,-11.3,-15.7,1012.0,0.3,3.0,10.0,-14.2,-18.2,1016.0,-0.9,2.7,6.6
2018-02-17,-24.4,-27.1,1019.2,0.1,2.5,0.0,-15.1,-21.4,1022.1,0.3,3.4,0.0,-14.7,-19.7,1023.4,0.3,2.6,2.1,-22.2,-25.6,1025.6,0.6,2.0,0.0
2018-02-18,-23.6,-27.0,1026.7,0.5,1.5,0.0,-11.9,-20.4,1026.0,1.2,1.7,0.0,-12.4,-16.9,1023.5,0.2,2.5,0.0,-20.8,-24.1,1024.2,0.7,2.3,0.0
2018-02-19,-20.6,-24.9,1023.1,0.6,1.4,8.6,-11.3,-17.8,1022.5,0.6,3.5,0.0,-10.8,-15.8,1021.0,0.6,2.2,9.2,-18.2,-21.3,1020.1,0.7,2.1,9.0
2018-02-20,-21.4,-23.8,1019.5,0.4,1.9,0.4,-11.9,-19.8,1022.1,-0.1,3.3,0.1,-12.2,-18.8,1021.9,-0.3,3.0,1.3,-20.4,-24.3,1022.7,0.7,1.9,0.0
2018-02-21,-21.4,-25.6,1021.6,0.7,0.9,0.0,-11.2,-19.0,1020.0,1.1,2.7,0.1,-9.7,-15.1,1017.2,0.8,1.4,9.8,-14.0,-17.4,1014.7,1.4,0.7,9.7
2018-02-22,-16.4,-19.0,1013.6,0.9,1.4,0.7,-8.5,-14.9,1015.1,1.0,2.7,0.0,-9.7,-15.2,1015.7,-0.2,2.2,6.6,-18.5,-21.8,1018.8,0.2,2.1,0.0
2018-02-23,-21.2,-23.6,1021.2,-0.2,1.0,0.0,-9.6,-18.0,1022.9,0.1,0.0,1.7,-10.0,-16.9,1024.1,-0.7,2.1,9.7,-19.3,-24.0,1028.8,-1.0,1.9,1.0
2018-02-24,-24.0,-27.0,1032.1,0.2,2.1,0.0,-10.8,-18.7,1033.2,0.7,2.6,0.1,-11.4,-17.7,1031.4,0.1,2.2,0.7,-19.2,-22.7,1032.0,0.0,1.2,0.0
2018-02-25,-23.3,-25.9,1031.0,-0.4,0.3,1.0,-10.0,-19.5,1030.4,0.3,-0.2,9.1,-9.8,-16.7,1028.7,1.8,-0.1,0.7,-19.0,-23.3,1030.1,-1.3,-0.9,7.9
2018-02-26,-23.6,-27.4,1031.5,-1.6,-1.7,0.0,-8.2,-17.6,1031.9,-1.1,-2.9,4.6,-9.4,-16.4,1029.6,-0.7,-2.4,9.9,-17.1,-22.5,1028.7,-1.7,-2.1,10.0
2018-02-27,-18.5,-23.3,1028.9,-1.8,-1.6,10.0,-8.2,-17.9,1029.3,-1.1,-1.8,7.2,-8.5,-14.6,1027.7,0.8,1.3,0.4,-17.3,-20.6,1027.4,-0.4,0.6,0.0
2018-02-28,-20.4,-23.3,1025.1,-1.3,-1.1,1.7,-7.4,-15.3,1018.4,-1.4,-3.5,10.0,-5.2,-9.5,1008.1,-1.9,-3.6,10.0,-7.6,-10.1,1001.8,-2.1,-2.8,10.0
2018-03-01,-8.8,-10.4,999.5,0.1,1.5,10.0,-8.6,-13.4,1003.7,0.3,5.4,9.6,-9.1,-13.9,1006.5,-0.2,4.3,9.7,-14.4,-17.4,1009.9,0.1,3.4,0.0
