date,T_21z,Td_21z,SLP_21z,V_21z,U_21z,CC_21z,T_3z,Td_3z,SLP_3z,V_3z,U_3z,CC_3z,T_9z,Td_9z,SLP_9z,V_9z,U_9z,CC_9z,T_15z,Td_15z,SLP_15z,V_15z,U_15z,CC_15z
2018-01-01,-18.2,-20.1,1024.4,-0.8,0.9,10.0,-14.5,-17.5,1025.2,-0.6,0.2,10.0,-14.1,-16.5,1025.3,-0.4,1.0,10.0,-15.2,-17.1,1025.5,-0.8,1.1,10.0
2018-01-02,-14.2,-16.3,1025.7,-1.6,1.3,9.9,-11.4,-15.7,1026.6,-2.6,1.4,10.0,-12.3,-15.3,1028.1,-1.6,1.5,9.9,-19.2,-21.6,1030.8,-2.1,1.1,9.5
2018-01-03,-23.1,-25.5,1032.1,-1.8,1.4,0.1,-17.4,-21.5,1032.4,-1.6,1.1,0.0,-16.4,-19.7,1031.2,-0.6,2.3,0.0,-19.8,-21.7,1031.0,-1.5,1.8,0.0
2018-01-04,-21.1,-23.4,1030.3,-1.0,2.2,0.0,-14.3,-18.8,1027.9,-0.7,2.1,0.0,-14.9,-18.5,1024.6,1.0,2.2,0.0,-20.7,-23.0,1022.6,-0.4,2.2,0.0
2018-01-05,-22.6,-24.8,1020.3,-1.4,1.8,1.2,-15.4,-19.4,1019.8,-2.1,1.1,0.8,-15.3,-18.6,1019.1,-1.1,2.3,0.0,-20.6,-22.5,1019.8,-0.8,2.3,0.0
2018-01-06,-21.9,-23.9,1019.3,-0.5,2.2,0.0,-14.9,-18.7,1019.6,-0.4,1.8,0.0,-14.4,-17.6,1017.7,1.7,1.9,0.0,-20.3,-22.6,1018.2,0.8,2.2,0.0
2018-01-07,-21.7,-23.7,1017.4,1.2,2.0,0.0,-13.8,-17.2,1016.4,1.1,1.7,0.0,-14.6,-17.4,1014.6,1.6,1.5,0.2,-19.2,-21.1,1014.8,-1.0,1.5,7.3
2018-01-08,-21.6,-23.5,1014.2,-2.1,-0.2,8.1,-15.3,-18.5,1014.7,-1.9,-0.6,8.3,-16.5,-19.3,1013.3,-2.4,0.2,0.7,-23.7,-25.5,1013.0,-2.2,-0.5,0.2
2018-01-09,-26.9,-29.0,1013.0,-2.6,0.2,6.5,-19.0,-24.6,1013.2,-3.9,0.4,4.6,-20.2,-24.2,1015.3,-2.3,1.3,0.0,-25.9,-29.3,1017.2,-3.0,1.1,0.0
2018-01-10,-28.7,-32.1,1020.2,-2.9,1.2,0.0,-21.9,-29.6,1023.4,-4.6,0.6,3.4,-22.9,-28.4,1026.3,-2.4,1.3,0.0,-29.0,-32.9,1028.9,-2.4,1.1,0.0
2018-01-11,-30.8,-34.1,1030.0,-1.8,1.5,0.0,-22.6,-28.7,1030.2,-1.1,1.1,0.0,-22.6,-27.6,1027.6,1.9,1.3,0.1,-27.1,-31.7,1025.7,0.8,2.0,5.9
2018-01-12,-25.9,-30.8,1025.0,1.0,0.8,10.0,-20.1,-26.7,1026.3,0.3,0.2,1.3,-18.9,-25.5,1027.8,0.2,0.2,0.5,-25.4,-28.2,1030.2,0.7,0.1,0.0
2018-01-13,-29.4,-32.0,1030.7,1.6,0.4,1.5,-19.1,-24.1,1030.2,2.4,0.4,10.0,-17.7,-21.9,1023.9,3.4,-0.7,9.8,-20.1,-23.4,1020.2,3.1,0.4,0.8
2018-01-14,-20.9,-23.9,1017.8,1.4,-0.0,9.9,-16.1,-20.3,1017.8,-1.1,0.0,10.0,-16.3,-19.6,1018.3,-2.2,0.5,10.0,-23.2,-26.0,1021.0,-2.1,0.2,8.5
2018-01-15,-24.5,-27.2,1022.7,-0.8,0.6,1.6,-19.1,-23.2,1024.2,0.5,0.4,0.8,-18.8,-21.9,1022.2,2.2,0.3,0.0,-25.1,-26.7,1022.4,2.2,0.8,2.5
2018-01-16,-24.2,-26.9,1020.5,0.9,-0.5,1.1,-17.4,-21.3,1021.9,0.9,0.5,8.3,-17.2,-20.0,1018.5,2.3,-0.3,0.4,-21.5,-23.6,1018.2,2.0,-0.4,10.0
2018-01-17,-17.7,-19.9,1015.4,1.8,-0.7,9.9,-13.5,-16.4,1014.5,1.6,0.5,10.0,-15.5,-18.6,1014.8,-1.2,1.9,3.6,-25.8,-27.9,1017.3,-1.3,2.3,0.0
2018-01-18,-24.5,-27.6,1019.3,-1.1,1.4,2.4,-18.8,-23.4,1021.8,0.1,0.9,0.2,-19.1,-22.6,1020.8,2.4,0.3,0.0,-24.5,-27.3,1020.4,2.3,-0.1,9.6
2018-01-19,-20.9,-23.8,1017.1,1.7,-0.9,9.6,-16.9,-21.5,1016.1,1.1,0.9,6.8,-17.6,-21.0,1015.3,2.2,0.9,2.3,-22.5,-27.0,1017.1,-0.3,3.2,0.1
2018-01-20,-27.4,-30.9,1017.1,-0.1,3.1,7.7,-20.2,-26.3,1018.5,-2.7,3.5,10.0,-20.2,-25.5,1022.7,-1.7,1.9,10.0,-28.0,-31.1,1026.5,-1.8,1.9,1.0
2018-01-21,-31.8,-34.7,1028.3,-1.1,2.0,0.2,-24.3,-31.1,1027.9,-1.2,1.7,0.0,-24.9,-30.0,1025.6,-0.2,1.9,0.0,-32.4,-36.0,1025.2,-1.3,2.1,0.0
2018-01-22,-34.5,-38.0,1024.3,-1.2,2.0,0.0,-25.4,-32.5,1022.8,-1.0,1.6,0.0,-25.1,-32.0,1021.7,0.5,0.9,0.5,-34.2,-38.0,1021.7,-1.2,2.1,0.0
