date,T_21z,Td_21z,SLP_21z,V_21z,U_21z,CC_21z,T_3z,Td_3z,SLP_3z,V_3z,U_3z,CC_3z,T_9z,Td_9z,SLP_9z,V_9z,U_9z,CC_9z,T_15z,Td_15z,SLP_15z,V_15z,U_15z,CC_15z
2018-01-01,-3.7,-7.7,1024.9,0.6,-0.3,0.6,-4.6,-7.0,1025.8,0.6,-0.3,1.9,4.1,-13.6,1022.3,-0.9,-1.9,1.0,-4.2,-10.8,1025.0,1.0,-1.6,0.6
2018-01-02,-4.7,-11.5,1027.8,-0.2,-0.4,0.0,-7.1,-10.3,1033.5,-0.2,-0.9,0.0,0.9,-15.0,1027.6,-0.8,-2.2,0.0,-5.6,-12.7,1028.3,-0.3,-1.5,0.0
2018-01-03,-7.6,-11.2,1026.3,0.7,-0.9,0.0,-8.3,-10.4,1027.5,-0.0,-0.5,7.2,-1.2,-14.4,1020.7,-0.1,-1.2,0.0,-5.6,-13.3,1020.9,0.2,-1.8,5.0
2018-01-04,-7.2,-13.3,1021.0,0.8,-0.6,8.3,-7.5,-12.7,1023.4,-0.0,-0.8,0.2,-1.1,-15.3,1018.8,-0.2,-1.7,9.1,-4.5,-13.7,1022.1,-0.2,-1.9,9.4
2018-01-05,-6.1,-15.0,1024.9,-0.1,-1.5,9.9,-7.6,-15.8,1030.8,-0.5,-1.3,10.0,-3.8,-16.1,1028.7,-0.4,-1.6,9.9,-6.3,-15.2,1032.0,-0.3,-2.0,7.9
2018-01-06,-8.0,-15.6,1033.2,0.1,-1.2,5.3,-8.9,-15.4,1035.2,-0.3,-0.8,0.1,-3.3,-16.6,1030.8,-0.9,-1.7,0.0,-7.3,-15.9,1035.2,-0.6,-2.1,0.0
2018-01-07,-9.3,-15.5,1037.6,0.5,-1.1,1.0,-9.2,-15.1,1042.6,-0.6,-0.4,7.0,-4.0,-16.9,1038.5,-0.8,-1.3,1.8,-7.5,-15.5,1040.6,0.3,-1.9,0.0
2018-01-08,-9.3,-15.0,1039.9,1.0,-0.9,5.0,-8.8,-14.5,1040.3,0.2,-0.5,2.1,-1.9,-15.9,1036.1,-0.2,-1.8,0.2,-6.5,-14.0,1039.5,0.5,-2.0,0.0
2018-01-09,-7.9,-12.6,1040.2,0.9,-0.0,1.0,-8.1,-11.2,1042.9,0.4,-0.3,0.0,-1.1,-15.4,1038.1,-0.1,-1.1,0.0,-6.0,-13.8,1039.6,0.9,-1.8,0.0
2018-01-10,-7.3,-11.3,1039.5,0.9,-0.2,0.1,-8.1,-10.6,1040.4,0.4,-0.3,2.2,-0.9,-16.3,1035.4,-0.4,-1.4,0.0,-6.0,-13.6,1037.1,1.1,-1.6,0.0
